question,body no carry,body carry,paraphrase no carry,paraphrase carry,answer no carry,answer carry,answer,Carry Operation,Num. Carries
How many hairdryers does David have in their collection?,Christian has 979 hairdryers. David has 562 fewer hairdryers than Christian.,Christian has 652 hairdryers. David has 235 fewer hairdryers than Christian.,Christian has 979 hairdryers. David has 562 fewer hairdryers than Christian. How many hairdryers does David have in his collection?,Christian has 652 hairdryers. David has 235 fewer hairdryers than Christian. How many hairdryers does David have in his collection?,417,417,417,Subtraction,1
How many juicers does Avery have in total?,Charlotte has 307 juicers. Avery has 680 more juicers than Charlotte.,Charlotte has 389 juicers. Avery has 598 more juicers than Charlotte.,Charlotte has 307 juicers. Avery has 680 juicers more than Charlotte. How many juicers does Avery have in total?,Charlotte has 389 juicers. Avery has 598 juicers more than Charlotte. How many juicers does Avery have in total?,987,987,987,Addition,2
How many shampoos does Benjamin have totaled?,Grace has 131 shampoos. Grace has 700 fewer shampoos than Benjamin.,Grace has 446 shampoos. Grace has 385 fewer shampoos than Benjamin.,Grace has 131 shampoos. Grace has 700 fewer shampoos than Benjamin. How many shampoos does Benjamin have in total?,Grace has 446 shampoos. Grace has 385 fewer shampoos than Benjamin. How many shampoos does Benjamin have in total?,831,831,831,Addition,2
What is the number of green juicers that Sophia has?,Liam has 306 green juicers. Liam has 270 fewer green juicers than Sophia.,Liam has 398 green juicers. Liam has 178 fewer green juicers than Sophia.,Liam has 306 green juicers. Liam has 270 fewer green juicers than Sophia. What is the number of green juicers that Sophia has?,Liam has 398 green juicers. Liam has 178 fewer green juicers than Sophia. What is the number of green juicers that Sophia has?,576,576,576,Addition,2
How many speakers does Abigail have in all?,Jackson has 945 speakers. Abigail has 732 fewer speakers than Jackson.,Jackson has 882 speakers. Abigail has 669 fewer speakers than Jackson.,Jackson has 945 speakers. Abigail has 732 fewer speakers than Jackson. How many speakers does Abigail have in total?,Jackson has 882 speakers. Abigail has 669 fewer speakers than Jackson. How many speakers does Abigail have in total?,213,213,213,Subtraction,1
What is the number of blue knifes that Andrew has?,Daniel has 928 blue knifes. Daniel has 608 more blue knifes than Andrew.,Daniel has 916 blue knifes. Daniel has 596 more blue knifes than Andrew.,Daniel has 928 blue knives. Daniel has 608 more blue knives than Andrew. What is the number of blue knives that Andrew has?,Daniel has 916 blue knives. Daniel has 596 more blue knives than Andrew. What is the number of blue knives that Andrew has?,320,320,320,Subtraction,1
What is the number of large wallets that Joshua has?,Alexander has 600 large wallets. Joshua has 364 more large wallets than Alexander.,Alexander has 279 large wallets. Joshua has 685 more large wallets than Alexander.,Alexander has 600 large wallets. Joshua has 364 more large wallets than Alexander. What is the number of large wallets that Joshua has?,Alexander has 279 large wallets. Joshua has 685 more large wallets than Alexander. What is the number of large wallets that Joshua has?,964,964,964,Addition,2
What is the number of large microwaves that Sophia has?,Hannah has 987 large microwaves. Sophia has 683 fewer large microwaves than Hannah.,Hannah has 971 large microwaves. Sophia has 667 fewer large microwaves than Hannah.,Hannah has 987 large microwaves. Sophia has 683 fewer large microwaves than Hannah. What is the number of large microwaves that Sophia has?,Hannah has 971 large microwaves. Sophia has 667 fewer large microwaves than Hannah. What is the number of large microwaves that Sophia has?,304,304,304,Subtraction,1
How many ovens does Evelyn have in all?,Daniel has 977 ovens. Daniel has 643 more ovens than Evelyn.,Daniel has 819 ovens. Daniel has 485 more ovens than Evelyn.,Daniel has 977 ovens. Daniel has 643 more ovens than Evelyn. How many ovens does Evelyn have in total?,Daniel has 819 ovens. Daniel has 485 more ovens than Evelyn. How many ovens does Evelyn have in total?,334,334,334,Subtraction,1
How many gallons of oil does Elijah have?,Hannah has 221 gallons of oil. Hannah has 445 gallons of oil less than Elijah.,Hannah has 358 gallons of oil. Hannah has 308 gallons of oil less than Elijah.,Hannah has 221 gallons of oil. Hannah has 445 gallons of oil fewer than Elijah. How many gallons of oil does Elijah have?,Hannah has 358 gallons of oil. Hannah has 308 gallons of oil fewer than Elijah. How many gallons of oil does Elijah have?,666,666,666,Addition,1
How many bowls does Natalie have in all?,Andrew has 551 bowls. Natalie has 108 more bowls than Andrew.,Andrew has 496 bowls. Natalie has 163 more bowls than Andrew.,Andrew has 551 bowls. Natalie has 108 more bowls than Andrew. How many bowls does Natalie have in total?,Andrew has 496 bowls. Natalie has 163 more bowls than Andrew. How many bowls does Natalie have in total?,659,659,659,Addition,1
What is the number of small pots that Mason has?,Chloe has 969 small pots. Chloe has 642 more small pots than Mason.,Chloe has 671 small pots. Chloe has 344 more small pots than Mason.,Chloe has 969 small pots. Chloe has 642 more small pots than Mason. What is the number of small pots that Mason has?,Chloe has 671 small pots. Chloe has 344 more small pots than Mason. What is the number of small pots that Mason has?,327,327,327,Subtraction,1
How many dollars of bitcoin does John have?,Scarlett has 966 dollars of bitcoin. Scarlett has 723 dollars of bitcoin more than John.,Scarlett has 661 dollars of bitcoin. Scarlett has 418 dollars of bitcoin more than John.,Scarlett has 966 dollars of bitcoin. Scarlett has 723 dollars more of bitcoin than John. How many dollars of bitcoin does John have?,Scarlett has 661 dollars of bitcoin. Scarlett has 418 dollars more of bitcoin than John. How many dollars of bitcoin does John have?,243,243,243,Subtraction,1
How many blenders does Liam have in their collection?,Hannah has 120 blenders. Hannah has 262 fewer blenders than Liam.,Hannah has 144 blenders. Hannah has 238 fewer blenders than Liam.,Hannah has 120 blenders. Hannah has 262 fewer blenders than Liam. How many blenders does Liam have in his collection?,Hannah has 144 blenders. Hannah has 238 fewer blenders than Liam. How many blenders does Liam have in his collection?,382,382,382,Addition,1
How many blenders does Ava have?,Christian has 785 blenders. Ava has 314 fewer blenders than Christian.,Christian has 740 blenders. Ava has 269 fewer blenders than Christian.,Christian has 785 blenders. Ava has 314 fewer blenders than Christian. How many blenders does Ava have?,Christian has 740 blenders. Ava has 269 fewer blenders than Christian. How many blenders does Ava have?,471,471,471,Subtraction,2
How many blenders does Logan have?,Emma has 959 blenders. Emma has 506 more blenders than Logan.,Emma has 950 blenders. Emma has 497 more blenders than Logan.,Emma has 959 blenders. Emma has 506 more blenders than Logan. How many blenders does Logan have?,Emma has 950 blenders. Emma has 497 more blenders than Logan. How many blenders does Logan have?,453,453,453,Subtraction,2
How many desks does Harper have in their collection?,Ella has 756 desks. Harper has 205 fewer desks than Ella.,Ella has 800 desks. Harper has 249 fewer desks than Ella.,Ella has 756 desks. Harper has 205 fewer desks than Ella. How many desks does Harper have in their collection?,Ella has 800 desks. Harper has 249 fewer desks than Ella. How many desks does Harper have in their collection?,551,551,551,Subtraction,2
What is the number of large wallets that Liam has?,Elizabeth has 966 large wallets. Liam has 333 fewer large wallets than Elizabeth.,Elizabeth has 921 large wallets. Liam has 288 fewer large wallets than Elizabeth.,Elizabeth has 966 large wallets. Liam has 333 fewer large wallets than Elizabeth. What is the number of large wallets that Liam has?,Elizabeth has 921 large wallets. Liam has 288 fewer large wallets than Elizabeth. What is the number of large wallets that Liam has?,633,633,633,Subtraction,2
What is the number of orange beds that Nicholas has?,Alexander has 527 orange beds. Alexander has 111 more orange beds than Nicholas.,Alexander has 604 orange beds. Alexander has 188 more orange beds than Nicholas.,Alexander has 527 orange beds. Alexander has 111 more orange beds than Nicholas. What is the number of orange beds that Nicholas has?,Alexander has 604 orange beds. Alexander has 188 more orange beds than Nicholas. What is the number of orange beds that Nicholas has?,416,416,416,Subtraction,2
How many plants does Ava have in their collection?,Liam has 216 plants. Ava has 430 more plants than Liam.,Liam has 508 plants. Ava has 138 more plants than Liam.,Liam has 216 plants. Ava has 430 plants more than Liam. How many plants does Ava have in her collection?,Liam has 508 plants. Ava has 138 plants more than Liam. How many plants does Ava have in her collection?,646,646,646,Addition,1
What is the number of small irons that Christian has?,Alexander has 403 small irons. Alexander has 402 fewer small irons than Christian.,Alexander has 161 small irons. Alexander has 644 fewer small irons than Christian.,Alexander has 403 small irons. Alexander has 402 fewer small irons than Christian. What is the number of small irons that Christian has?,Alexander has 161 small irons. Alexander has 644 fewer small irons than Christian. What is the number of small irons that Christian has?,805,805,805,Addition,1
How many gallons of oil does Elijah have?,Layla has 333 gallons of oil. Elijah has 662 gallons of oil more than Layla.,Layla has 638 gallons of oil. Elijah has 357 gallons of oil more than Layla.,Layla has 333 gallons of oil. Elijah has 662 gallons more oil than Layla. How many gallons of oil does Elijah have?,Layla has 638 gallons of oil. Elijah has 357 gallons more oil than Layla. How many gallons of oil does Elijah have?,995,995,995,Addition,1
What is the number of red hairdryers that Grace has?,Christian has 701 red hairdryers. Christian has 500 more red hairdryers than Grace.,Christian has 560 red hairdryers. Christian has 359 more red hairdryers than Grace.,Christian has 701 red hairdryers. Christian has 500 more red hairdryers than Grace. What is the number of red hairdryers that Grace has?,Christian has 560 red hairdryers. Christian has 359 more red hairdryers than Grace. What is the number of red hairdryers that Grace has?,201,201,201,Subtraction,1
How many dollars of bitcoin does Evelyn have?,Mila has 113 dollars of bitcoin. Evelyn has 163 dollars of bitcoin more than Mila.,Mila has 108 dollars of bitcoin. Evelyn has 168 dollars of bitcoin more than Mila.,Mila has 113 dollars of bitcoin. Evelyn has 163 dollars more bitcoin than Mila. How many dollars of bitcoin does Evelyn have?,Mila has 108 dollars of bitcoin. Evelyn has 168 dollars more bitcoin than Mila. How many dollars of bitcoin does Evelyn have?,276,276,276,Addition,1
How many meters of rope does Sophia have?,James has 350 meters of rope. James has 342 meters of rope less than Sophia.,James has 123 meters of rope. James has 569 meters of rope less than Sophia.,James has 350 meters of rope. James has 342 meters less rope than Sophia. How many meters of rope does Sophia have?,James has 123 meters of rope. James has 569 meters less rope than Sophia. How many meters of rope does Sophia have?,692,692,692,Addition,1
